IEMG_1,IEMG_2,MAV_1,MAV_2,SSI_1,SSI_2,VAR_1,VAR_2,RMS_1,RMS_2,AAC_1,AAC_2,WL_1,WL_2,ZC_1,ZC_2,WA_1,WA_2,SSC_1,SSC_2,LD_1,LD_2,DSDAV_1,DASDV_2,EMAV_1,EMAV_2,EWL_1,EWL_2,MAV1_1,MAV1_2,MAV2_1,MAV2_2,MFL_1,MFL_2,MYOP_1,MYOP_2,FR_1,FR_2,TTP_1,TTP_2,MNP_1,MNP_2,MFN_1,MFN_2,MFD_1,MFD_2,MMFD_1,MFMD_2,MMFN_1,MMFN_2,movement
2372.955636,991.390551,0.790985212,0.330463517,3381.223343,554.8856153,1.127450265,0.185023546,1.061637625,0.430071938,0.875813516,0.417289383,2627.440548,1251.86815,1099,1267,2961,2932,1520,1788,0.478719854,0,1.206601963,0.567955326,0.785258893,0.455205441,2501.712018,1567.118868,0.584126915,0.247914363,0.411413703,0.176153862,4.190825203,3.437304574,0.985333333,0.974666667,0.001335171,0.000613368,177.4546362,30.5503868,0.059151545,0.010183462,1.173207983,1.403638911,88.72731812,15.2751934,31.13827238,13.27072155,124.7470105,124.357645,hook
2199.1039,985.994424,0.733034633,0.328664808,2872.225913,592.4672453,0.95772788,0.197554933,0.978472605,0.444397437,0.817967579,0.429378985,2453.902736,1288.136956,1071,1287,2952,2899,1457,1810,0.452116565,0,1.124639638,0.61713649,0.755677144,0.451838448,2410.200921,1577.201663,0.559666988,0.250734574,0.412510115,0.191971405,4.120479752,3.520352025,0.988,0.972333333,0.001183558,0.000607938,164.6919064,33.88012671,0.054897302,0.011293376,1.193677595,1.528374974,82.34595322,16.94006336,28.67270816,13.69301449,124.7316947,124.383332,hook
2338.620925,1122.44875,0.779540308,0.374149583,3103.125314,702.2661335,1.034720011,0.234166767,1.017042332,0.48382715,0.931610821,0.515511008,2794.832464,1546.533024,1218,1417,2963,2958,1596,1886,0.493736159,0.241466235,1.244325685,0.675201917,0.77583979,0.491401172,2595.116081,1799.245878,0.560310045,0.273229929,0.356572803,0.182845824,4.221610854,3.610273593,0.991333333,0.979666667,0.001808407,0.000338585,160.7725039,38.34248487,0.053590835,0.012780828,1.30696591,1.528252954,80.38625194,19.17124243,30.74620861,15.10371302,124.7477852,124.4410724,hook
1868.927789,1039.478901,0.62297593,0.346492967,2039.512692,626.6003886,0.680064252,0.208936442,0.824522628,0.45701947,0.703108664,0.453841941,2109.325992,1361.525822,1059,1272,2947,2914,1530,1811,0.388547152,0.217971447,0.982794239,0.623333732,0.679369398,0.470104899,2164.744141,1645.29017,0.471879226,0.26649957,0.348516906,0.188458938,3.985661589,3.530343871,0.987,0.975666667,0.00118131,0.002407873,118.5980491,36.50255176,0.039532683,0.012167517,1.238129443,1.486041702,59.29902457,18.25127588,24.76897861,14.06238273,124.6685264,124.3932669,hook
1869.785076,964.252812,0.623261692,0.321417604,2092.524436,532.4526318,0.697740726,0.177543392,0.835169531,0.42128875,0.728372367,0.419134377,2185.117102,1257.40313,1096,1277,2942,2907,1521,1750,0.380467507,0.204536698,1.00407355,0.577078321,0.680266456,0.448516817,2218.533488,1563.825543,0.478378865,0.248101191,0.34344464,0.177194893,4.007082365,3.453239805,0.988,0.978,0.000672173,0.000780958,123.5043869,30.93572838,0.041168129,0.010311909,1.247983524,1.485183024,61.75219343,15.46786419,24.97908444,12.8560993,124.6728268,124.3373166,hook
1992.41052,810.844032,0.66413684,0.270281344,2361.865353,349.7529551,0.787550968,0.116623193,0.887292765,0.341444459,0.790485607,0.322443177,2371.45682,967.32953,1156,1166,2955,2894,1546,1769,0.411998194,0.181078466,1.087126308,0.440485834,0.709231808,0.404386581,2362.905844,1320.59648,0.50344589,0.204994173,0.351366145,0.141668747,4.086554889,3.183140097,0.987,0.976333333,0.000347605,0.00033516,136.2671526,19.41547915,0.045422384,0.006471826,1.281717812,1.34165124,68.1335763,9.707739577,26.70712447,10.18663609,124.7078898,124.1413604,hook
2049.633609,896.12851,0.683211203,0.298709503,2559.930927,436.3779678,0.853594841,0.145507825,0.923747968,0.381391299,0.828796887,0.372252406,2486.39066,1116.757218,1178,1242,2954,2915,1561,1796,0.410731003,0,1.151110065,0.508374974,0.721540392,0.431262312,2435.538661,1458.238219,0.524977818,0.230821639,0.390027166,0.168474915,4.14374384,3.326481124,0.986333333,0.976,0.000165123,0.000883588,148.6330942,24.66578914,0.049544365,0.00822193,1.313541395,1.411940663,74.31654712,12.33289457,27.54336758,11.63334441,124.7122837,124.2565896,hook
1571.058743,907.992435,0.523686248,0.302664145,1504.349012,465.2875811,0.501616876,0.155147576,0.708131111,0.393822118,0.625497521,0.38144265,1876.492564,1144.32795,1144,1251,2923,2885,1596,1767,0.318899738,0,0.889234004,0.533625265,0.608240165,0.431594644,2006.425044,1456.499517,0.403509449,0.230098199,0.303806707,0.155114905,3.885622233,3.374955652,0.988333333,0.975333333,0.000445135,0.000568658,86.53743077,26.74686524,0.02884581,0.008915622,1.330633848,1.452116401,43.26871539,13.37343262,21.49120644,12.02628433,124.6190549,124.2863441,hook
1767.779456,842.720738,0.589259819,0.280906913,1871.708782,400.6418997,0.624110964,0.13359183,0.789875261,0.36544124,0.699240585,0.327160688,2097.721756,981.482064,1146,1094,2934,2890,1541,1689,0.366970289,0,0.972751019,0.453140331,0.66266709,0.412721763,2190.769596,1334.258354,0.459927141,0.221458257,0.354248907,0.155021565,3.97538997,3.21146367,0.986666667,0.977333333,0.000848814,0.000649,111.2559658,22.83550009,0.037085322,0.007611833,1.293741753,1.265627029,55.62798289,11.41775005,23.66445783,10.96029287,124.6510261,124.1987827,hook
2043.231053,1035.452502,0.681077018,0.345150834,2425.021754,613.4599732,0.808610121,0.204554843,0.89907763,0.45220201,0.818240305,0.460431134,2454.720916,1381.293402,1211,1297,2962,2918,1586,1845,0.415035491,0,1.095842893,0.63220799,0.722593903,0.468266305,2435.873358,1668.58474,0.518749697,0.266042411,0.391370501,0.195118384,4.094540922,3.544480249,0.984333333,0.976333333,0.002077335,0.000736113,138.4492752,34.92472378,0.046149758,0.011641575,1.279386435,1.548278143,69.22463759,17.46236189,27.01374073,14.02504464,124.7176308,124.3871649,hook
1785.63755,903.379286,0.595212517,0.301126429,1929.233409,462.1879016,0.643292234,0.154114005,0.80192132,0.392508132,0.69072369,0.387224375,2072.17107,1161.673124,1077,1249,2909,2908,1520,1787,0.364505363,0.193743126,0.972732656,0.539756874,0.662372084,0.432068852,2134.177242,1487.801563,0.457586936,0.233548431,0.315783622,0.167030715,3.975371092,3.386380616,0.988333333,0.976666667,0.001835205,0.000202286,112.4156507,26.15487678,0.037471884,0.008718292,1.262397168,1.486439657,56.20782535,13.07743839,24.01072743,11.99366134,124.666126,124.2916802,hook
1768.727848,924.274811,0.589575949,0.308091604,1815.854311,482.4023367,0.605486599,0.160854397,0.778000495,0.400999724,0.727709524,0.399587014,2183.128572,1198.761041,1199,1273,2952,2926,1602,1823,0.373418702,0.196479701,0.973237351,0.54107071,0.655256835,0.435479311,2239.805897,1524.386744,0.439645758,0.232227044,0.312334761,0.167113673,3.9758898,3.388811783,0.989,0.975,0.000551969,0.001238973,106.7730837,27.6923669,0.035591028,0.009230789,1.314574508,1.449306098,53.38654187,13.84618345,23.71947394,12.13509483,124.6431235,124.2924507,hook
2647.166034,1279.773619,0.882388678,0.426591206,3854.623164,893.5089729,1.285302822,0.297935636,1.133522998,0.545743827,1.078135545,0.587750476,3234.406634,1763.251428,1217,1423,2978,2960,1611,1842,0.572242053,0,1.422566915,0.760271802,0.859263153,0.537116964,2912.041078,1972.827706,0.673100956,0.323827418,0.482813696,0.230798339,4.355480016,3.728937814,0.992,0.979666667,0.001324659,0.000983257,206.6707832,48.36062409,0.068890261,0.016120208,1.327235711,1.530247022,103.3353916,24.18031205,34.45509579,16.99521493,124.7640609,124.5011697,hook
2234.693732,1088.123013,0.744897911,0.362707671,2982.633386,684.003447,0.994542643,0.228077175,0.997101363,0.477494659,0.903933419,0.481373162,2711.800256,1444.119486,1150,1344,2962,2920,1574,1852,0.455128441,0.229454564,1.243520877,0.665617039,0.772715657,0.485004732,2616.387006,1718.680983,0.588402606,0.281424595,0.441305038,0.201811236,4.220963862,3.595976299,0.99,0.977333333,0.001348394,0.000802532,175.9843475,39.39014115,0.058661449,0.013130047,1.319370772,1.534720194,87.99217373,19.69507057,30.16101244,14.94100525,124.7432678,124.4151228,hook
2175.723486,975.562744,0.725241162,0.325187581,2836.201706,530.8910761,0.945715807,0.1770227,0.972317113,0.420670527,0.869166781,0.412569301,2607.500342,1237.707902,1134,1202,2947,2898,1592,1760,0.437907036,0,1.213416722,0.564857694,0.755115769,0.453033813,2510.524447,1546.358293,0.570371731,0.249370783,0.421075253,0.185252148,4.196457207,3.431835641,0.987333333,0.979666667,0.000810326,0.000257257,167.1923437,31.19940678,0.055730781,0.010399802,1.316781211,1.433922941,83.59617183,15.59970339,29.32601473,12.88388407,124.7151746,124.3302514,hook
2459.336089,1075.984608,0.819778696,0.358661536,3532.848665,636.0736431,1.178008891,0.212095246,1.085180272,0.460461234,0.986099295,0.47578582,2958.297885,1427.35746,1179,1369,2965,2926,1557,1792,0.509651193,0,1.335633857,0.63345826,0.816235796,0.481333745,2740.409589,1711.856939,0.624056887,0.273009116,0.443822699,0.193285778,4.292423068,3.54645592,0.989666667,0.976666667,0.001452918,0.000458483,202.9145399,35.78610167,0.06763818,0.011928701,1.29437119,1.504526197,101.4572699,17.89305084,32.70009794,14.24262877,124.7678322,124.3994214,hook
2365.776097,1106.209128,0.788592032,0.368736376,3317.315731,670.7051695,1.106140624,0.223642937,1.051556898,0.472830191,0.949504583,0.488855529,2848.51375,1466.566588,1165,1356,2961,2939,1538,1815,0.481207458,0,1.292538225,0.652281832,0.796238109,0.49077593,2676.939458,1745.095287,0.608393629,0.28117487,0.44250837,0.198099768,4.259624991,3.575738537,0.988,0.978333333,0.002070897,0.001066012,191.7735933,38.28468099,0.063924531,0.01276156,1.2878657,1.527492814,95.88679663,19.1423405,31.39718649,14.73029656,124.7506344,124.4338414,hook
2147.642172,1135.232126,0.715880724,0.378410709,2784.968274,759.3913761,0.928632302,0.253214864,0.963495074,0.50312072,0.855557746,0.509917797,2566.673238,1529.75339,1203,1348,2978,2921,1590,1857,0.44747793,0,1.167712785,0.706147018,0.735710568,0.492467497,2466.168931,1757.31802,0.511752123,0.273205932,0.313668039,0.159312349,4.15806404,3.655085268,0.984666667,0.976333333,0.001777872,0.000865831,162.9731769,43.67270791,0.054324392,0.014557569,1.265652168,1.566392367,81.48658845,21.83635395,28.83811797,15.80344659,124.7342001,124.4689715,hook
1915.106745,816.916894,0.638368915,0.272305631,2253.306638,370.4687379,0.751352663,0.123530756,0.866661533,0.351410841,0.731423803,0.329499082,2194.27141,988.497246,1098,1184,2935,2891,1520,1725,0.383324382,0,1.036300008,0.449017362,0.686577294,0.403831657,2205.63726,1338.19092,0.487700508,0.21015007,0.32100846,0.140354152,4.038673774,3.202323365,0.987333333,0.973,0.001331214,0.000209898,120.578563,19.93584281,0.040192854,0.006645281,1.248993212,1.313479361,60.28928151,9.967921407,25.83504173,10.5449532,124.6916727,124.1926692,hook
2089.842015,1355.201421,0.696614005,0.451733807,2506.735979,1058.955014,0.835857279,0.353102706,0.914099918,0.594125412,0.857223494,0.610687575,2571.670482,1832.062726,1252,1362,2958,2941,1642,1856,0.428097813,0,1.140648347,0.826082719,0.732414566,0.55301495,2503.455711,1987.753683,0.524281916,0.335506636,0.367654267,0.238899268,4.134613916,3.811956723,0.984333333,0.979666667,0.001059356,0.001018838,147.1784537,61.76171222,0.049059485,0.020587237,1.314281816,1.53814676,73.58922686,30.88085611,28.13580415,18.60463433,124.7239712,124.5342769,hook
2257.364415,1353.272215,0.752454805,0.451090738,3369.560979,1157.382163,1.123561514,0.385922695,1.059805167,0.62112322,1.002404097,0.530134451,3007.212291,1590.403354,1293,1156,2969,2933,1757,1706,0.440649555,0,1.486156142,0.76785116,0.764053795,0.548567831,2728.811908,1798.686892,0.572680468,0.337250228,0.450199355,0.270327922,4.399210106,3.738857722,0.986,0.98,0.000905988,0.000737906,199.7670208,68.56195602,0.066589007,0.022853985,1.559981556,1.323543114,99.88351042,34.28097801,33.1059208,18.55871087,124.7567822,124.5435317,hook
2282.464883,1264.155252,0.760821628,0.421385084,3854.360979,1048.415219,1.285215398,0.349588269,1.133484448,0.591161348,1.014006974,0.478269879,3042.020922,1434.809638,1192,1082,2948,2920,1738,1694,0.428414886,0,1.615220369,0.718637115,0.75568481,0.521044451,2672.513985,1662.64202,0.570837107,0.310793307,0.466772868,0.256242772,4.482488488,3.672618332,0.986333333,0.976,0.002265695,0.000532112,225.2466085,61.0165196,0.075082203,0.02033884,1.592120743,1.294070219,112.6233043,30.5082598,35.57188644,17.69474364,124.7719808,124.5120031,hook
1958.210934,1233.676288,0.652736978,0.411225429,2786.228238,1026.930931,0.92905243,0.342424452,0.963713,0.58507291,0.797719279,0.439057476,2393.157836,1317.172428,1152,1053,2944,2920,1697,1653,0.37690457,0,1.238508155,0.656064349,0.696859779,0.522381718,2345.868551,1609.621938,0.502331672,0.323620381,0.42702021,0.27167632,4.216924644,3.581520688,0.987666667,0.980333333,0.001284722,0.00089799,168.6038799,62.94913761,0.056201293,0.020983046,1.370982538,1.136115928,84.30193994,31.4745688,29.41572688,17.04283065,124.7271935,124.4990932,hook
2064.64091,1207.20988,0.688213637,0.402403293,2737.928571,923.7709867,0.912947173,0.308026338,0.955323431,0.554908697,0.872915596,0.452821921,2618.746789,1358.465762,1183,1094,2943,2938,1668,1714,0.41963071,0,1.300146505,0.664335176,0.719504132,0.508269969,2461.92968,1610.571346,0.520734133,0.29407556,0.420861813,0.234861367,4.265494044,3.594048616,0.992333333,0.981333333,0.001088616,0.000223969,160.5892268,54.59717026,0.053529742,0.018199057,1.484065188,1.249856373,80.2946134,27.29858513,29.67446777,16.57784024,124.7242322,124.4881245,hook
1668.845203,1152.671047,0.556281734,0.384223682,2016.102413,941.8136333,0.672258224,0.314042559,0.819776883,0.560301595,0.680122311,0.410962489,2040.366934,1232.887468,1098,1013,2931,2913,1677,1599,0.332655534,0,1.092659554,0.638718985,0.617630186,0.487243023,2047.846001,1491.195063,0.408491409,0.278093833,0.327962125,0.231654994,4.091631771,3.554726396,0.987,0.978333333,0.001374899,0.000774329,120.9661525,56.71203919,0.040322051,0.018904013,1.442167232,1.17160495,60.48307624,28.35601959,25.47821078,16.43770548,124.6826319,124.4788466,hook
2000.236206,1263.09229,0.666745402,0.421030763,2910.637798,999.6530452,0.970536111,0.333328791,0.984993705,0.577250103,0.839066075,0.441913151,2517.198226,1325.739454,1216,1035,2937,2914,1653,1522,0.386709882,0,1.332873311,0.636250455,0.700222731,0.525586509,2386.506403,1601.275596,0.505961028,0.312711113,0.429270728,0.24987014,4.290354085,3.550854094,0.985,0.977666667,0.002320379,0.000530432,170.0648066,58.03718686,0.056688269,0.019345729,1.471224923,1.107069391,85.0324033,29.01859343,30.56426793,16.98346956,124.7373759,124.4980687,hook
1806.831626,1222.255252,0.602277209,0.407418417,2301.553845,930.8298021,0.767440428,0.310380061,0.875890755,0.557024776,0.762842064,0.436887478,2288.526192,1310.662434,1216,1001,2947,2905,1694,1631,0.351485278,0,1.154445162,0.6309248,0.655653385,0.514006606,2252.191544,1580.919011,0.458339744,0.306569102,0.360317261,0.244707091,4.146636938,3.54244849,0.985,0.978666667,0.000662041,0.000795749,130.7497941,53.88253791,0.043583265,0.017960846,1.423526501,1.147846334,65.37489706,26.94126895,27.03059424,16.59148709,124.7006048,124.4857161,hook
1899.321858,1182.665103,0.633107286,0.394221701,2320.172965,848.2977638,0.773648871,0.282860208,0.879426511,0.531757389,0.800252382,0.408191761,2400.757146,1224.575282,1200,1004,2944,2915,1667,1605,0.381753896,0.243929141,1.16946522,0.565345568,0.68323632,0.508403855,2344.665022,1542.249408,0.478193085,0.300901656,0.374847021,0.234986688,4.159563657,3.432698979,0.987666667,0.978666667,0.001590507,0.000821883,133.8759317,49.75990821,0.044625311,0.016586636,1.440478403,1.052543174,66.93796583,24.8799541,27.13600145,15.36221686,124.699223,124.4438641,hook
2277.361951,1344.066918,0.75912065,0.448022306,3784.690573,1094.622911,1.261984186,0.364995969,1.123193449,0.604048263,0.949385696,0.459174359,2848.157088,1377.523076,1118,986,2944,2927,1653,1558,0.44035008,0,1.507745114,0.645671036,0.767927261,0.550308518,2585.652728,1651.408499,0.587927462,0.339926574,0.491468588,0.268092611,4.413632322,3.565551952,0.991,0.981333333,0.000228641,0.000612246,223.4678202,62.49811547,0.074489273,0.020832705,1.459658563,1.073201488,111.7339101,31.24905773,34.97571183,17.47879382,124.771751,124.5145665,hook
1862.980151,1429.338333,0.620993384,0.476446111,2549.694189,1185.437037,0.850181457,0.395277438,0.921899161,0.62860614,0.794259517,0.487682234,2382.778552,1463.046701,1191,987,2949,2927,1704,1526,0.356650636,0,1.277496262,0.671922477,0.655114453,0.571740456,2240.153866,1716.20855,0.446656556,0.356944349,0.356070746,0.273836805,4.247919207,3.605404783,0.986,0.980666667,0.001741106,0.000365927,152.4606249,70.8339581,0.050820208,0.023611319,1.534212781,1.069401165,76.23031246,35.41697905,28.94922207,18.23804088,124.7226917,124.5323957,hook
1860.165327,1100.190863,0.620055109,0.366730288,2248.844658,767.537639,0.749864841,0.25593119,0.86580303,0.505812099,0.812187231,0.405979757,2436.561692,1217.93927,1242,1056,2948,2911,1682,1647,0.373942538,0,1.183919954,0.597949465,0.671219505,0.481110755,2360.524461,1513.849989,0.464434902,0.275918889,0.350069088,0.226443012,4.171848017,3.488768053,0.987333333,0.971,0.002116149,0.000796419,128.0529548,45.40664615,0.042684318,0.015135549,1.487135773,1.215287581,64.02647741,22.70332308,26.82814759,15.11064217,124.699878,124.4257521,hook
1820.950149,948.001421,0.606983383,0.316000474,2110.254479,560.5617151,0.703652711,0.18691621,0.83870028,0.432266012,0.768486379,0.321380421,2305.459138,964.141262,1232,952,2937,2907,1717,1595,0.365806074,0.194967198,1.123194769,0.456692138,0.664520714,0.437850848,2280.571629,1308.633195,0.457116637,0.235361109,0.348426284,0.188358491,4.119194187,3.219271316,0.983666667,0.973333333,0.00103264,0.000534021,121.2860347,32.67690136,0.040428678,0.0108923,1.451782316,1.034643286,60.64301737,16.33845068,26.27116006,12.30057501,124.6933328,124.2938243,hook
1927.835835,1234.692709,0.642611945,0.411564236,2259.366689,901.5346281,0.753373354,0.300611747,0.867826152,0.548189331,0.829154887,0.452355369,2487.464662,1357.066108,1180,1085,2964,2929,1686,1637,0.397945628,0,1.167378924,0.616829052,0.69295977,0.520108555,2425.256693,1650.430463,0.491871297,0.310914168,0.374917178,0.23928416,4.157778089,3.519853733,0.989666667,0.975666667,0.000932824,0.001235194,129.9321487,52.28924934,0.043310716,0.01742975,1.464741094,1.141640001,64.96607437,26.14462467,26.95273833,16.12089045,124.7021355,124.4675303,hook
2167.538065,1189.329941,0.722512688,0.396443314,3157.282015,915.0872759,1.052778265,0.305130802,1.025878813,0.552294389,0.952973143,0.466340624,2858.919428,1399.021872,1244,1136,2943,2920,1720,1702,0.421569048,0.236579806,1.437669317,0.688275095,0.741340143,0.503463709,2620.869147,1640.988994,0.546256148,0.297067626,0.441118365,0.240369069,4.366040362,3.629450416,0.989,0.978333333,0.001207078,0.000691248,189.6465065,55.46560882,0.063215502,0.018488536,1.56945093,1.322625724,94.82325324,27.73280441,32.2364652,16.78122681,124.7520206,124.4934416,hook
2419.837075,1392.29482,0.806612358,0.464098273,4097.071321,1181.158781,1.366145822,0.393850877,1.168627588,0.627470791,1.073367217,0.532829225,3220.10165,1598.487676,1300,1144,2964,2948,1786,1709,0.475264992,0,1.643904906,0.752957558,0.791510369,0.561257801,2808.343787,1818.769261,0.599553056,0.348130707,0.460449199,0.275595069,4.500091541,3.719270673,0.99,0.983333333,0.002592579,0.000424952,243.5362523,68.4473739,0.081178751,0.022815791,1.568921787,1.25291684,121.7681261,34.22368695,36.56345181,18.85607999,124.7744129,124.5526513,hook
2426.894828,1486.243026,0.808964943,0.495414342,4094.605101,1367.793361,1.365323475,0.456083148,1.168275809,0.675226718,1.034119439,0.516701113,3102.358316,1550.103338,1198,952,2958,2932,1727,1560,0.458714132,0.297315326,1.594142339,0.74523854,0.808140407,0.591129026,2802.364561,1798.621159,0.640871831,0.392157325,0.50980165,0.322974163,4.469352963,3.708966166,0.985333333,0.980333333,0.001191927,0.000555972,246.1458792,82.04454984,0.082048626,0.027348183,1.506070637,1.120605722,123.0729396,41.02227492,36.32432209,19.73902702,124.7774958,124.5724121,hook
2232.007844,1358.579897,0.744002615,0.452859966,3655.982421,1162.232018,1.219067163,0.387539853,1.103929711,0.622423226,0.954614331,0.484356601,2863.842993,1453.069802,1178,1009,2941,2894,1738,1556,0.422157409,0,1.510705591,0.703160936,0.753619096,0.550734483,2602.084058,1687.313426,0.565498188,0.341412148,0.447449821,0.264693291,4.41559391,3.650847604,0.985666667,0.980666667,0.000736533,0.000775959,216.7852223,67.42337328,0.072261741,0.022474458,1.508196464,1.152818322,108.3926111,33.71168664,34.54407802,18.60302188,124.7745472,124.5496858,hook
